"id","accession","organism","geographic_location","source_type","isolation_notes","collection_year","isolation_source","host","public_accession","project_accession","project_name","collected_by","sequenced_by","strain","attribute_package","isolate_name_alias","ifsac_category","serotype2","host_disease","collection_date","source_type_full"
1193," SAMN02801943","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-130",NA,NA,NA,NA,"urinary tract infection","2011","human"
1194," SAMN02801941","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-129",NA,NA,NA,NA,"urinary tract infection","2011","human"
1195," SAMN02801940","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-128",NA,NA,NA,NA,"urinary tract infection","2011","human"
1196," SAMN02801939","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-127",NA,NA,NA,NA,"urinary tract infection","2011","human"
1197," SAMN02801938","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-126",NA,NA,NA,NA,"urinary tract infection","2011","human"
1198," SAMN02801937","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-125",NA,NA,NA,NA,"urinary tract infection","2011","human"
1199," SAMN02801936","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-124",NA,NA,NA,NA,"urinary tract infection","2011","human"
1200," SAMN02801935","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-123",NA,NA,NA,NA,"urinary tract infection","2011","human"
1201," SAMN02801934","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-122",NA,NA,NA,NA,"urinary tract infection","2011","human"
1202," SAMN02801933","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-121",NA,NA,NA,NA,"urinary tract infection","2011","human"
1203," SAMN02801932","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-120",NA,NA,NA,NA,"urinary tract infection","2011","human"
1204," SAMN02801931","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-12",NA,NA,NA,NA,"urinary tract infection","2011","human"
1205," SAMN02801930","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-119",NA,NA,NA,NA,"urinary tract infection","2011","human"
1206," SAMN02801929","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-118",NA,NA,NA,NA,"urinary tract infection","2011","human"
1207," SAMN02801928","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-117",NA,NA,NA,NA,"urinary tract infection","2011","human"
1208," SAMN02801927","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-116",NA,NA,NA,NA,"urinary tract infection","2011","human"
1209," SAMN02801926","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-115",NA,NA,NA,NA,"urinary tract infection","2011","human"
1210," SAMN02801925","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-114",NA,NA,NA,NA,"urinary tract infection","2011","human"
1211," SAMN02801924","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-113",NA,NA,NA,NA,"urinary tract infection","2011","human"
1212," SAMN02801923","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-112",NA,NA,NA,NA,"urinary tract infection","2011","human"
1213," SAMN02801922","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-111",NA,NA,NA,NA,"urinary tract infection","2011","human"
1214," SAMN02801921","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-110",NA,NA,NA,NA,"urinary tract infection","2011","human"
1215," SAMN02801919","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-109",NA,NA,NA,NA,"urinary tract infection","2011","human"
1216," SAMN02801918","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-108",NA,NA,NA,NA,"urinary tract infection","2011","human"
1217," SAMN02801917","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",NA,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-107",NA,NA,NA,NA,"urinary tract infection",NA,"human"
1218," SAMN02801916","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-106",NA,NA,NA,NA,"urinary tract infection","2011","human"
1219," SAMN02801915","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-105",NA,NA,NA,NA,"urinary tract infection","2011","human"
1220," SAMN02801914","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-104",NA,NA,NA,NA,"urinary tract infection","2011","human"
1221," SAMN02801913","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-103",NA,NA,NA,NA,"urinary tract infection","2011","human"
1222," SAMN02801912","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-102",NA,NA,NA,NA,"urinary tract infection","2011","human"
1223," SAMN02801911","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-101",NA,NA,NA,NA,"urinary tract infection","2011","human"
1224," SAMN02801845","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0464",NA,NA,NA,NA,"bacteremia","2009","human"
1225," SAMN02801844","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0450",NA,NA,NA,NA,"bacteremia","2009","human"
1226," SAMN02801843","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0428",NA,NA,NA,NA,"bacteremia","2009","human"
1227," SAMN02801842","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0409",NA,NA,NA,NA,"bacteremia","2009","human"
1228," SAMN02801841","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0389",NA,NA,NA,NA,"bacteremia","2009","human"
1229," SAMN02801840","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0341",NA,NA,NA,NA,"bacteremia","2009","human"
1230," SAMN02801839","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0249",NA,NA,NA,NA,"bacteremia","2009","human"
1231," SAMN02801838","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0074",NA,NA,NA,NA,"bacteremia","2009","human"
1232," SAMN02801837","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0023rep2",NA,NA,NA,NA,"bacteremia","2009","human"
1233," SAMN02801836","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0023rep1",NA,NA,NA,NA,"bacteremia","2009","human"
1234," SAMN02801835","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-09-0012",NA,NA,NA,NA,"bacteremia","2009","human"
1235," SAMN02801834","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1636",NA,NA,NA,NA,"bacteremia","2008","human"
1236," SAMN02801833","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1563rep2",NA,NA,NA,NA,"bacteremia","2008","human"
1237," SAMN02801832","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1563rep1",NA,NA,NA,NA,"bacteremia","2008","human"
1238," SAMN02801831","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1562",NA,NA,NA,NA,"bacteremia","2008","human"
1239," SAMN02801830","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1493",NA,NA,NA,NA,"bacteremia","2008","human"
1240," SAMN02801829","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1487",NA,NA,NA,NA,"bacteremia","2008","human"
1241," SAMN02801828","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1463",NA,NA,NA,NA,"bacteremia","2008","human"
1242," SAMN02801827","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1462",NA,NA,NA,NA,"bacteremia","2008","human"
1243," SAMN02801826","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1447",NA,NA,NA,NA,"bacteremia","2008","human"
1244," SAMN02801825","Escherichia coli","USA:WA","human","Homo sapiens blood from patient with bacteremia",2020,"blood from patient with bacteremia","Homo sapiens",NA,NA,NA,"University of Washington",NA,"blood-08-1420",NA,NA,NA,NA,"bacteremia","2008","human"
